key|nickname|description|total_songs|total_playlists|total_friends|song_name|artist|album
10022|라이온|소개글이 없습니다.|282|14|3|Massenet : Thais - Meditation (마스네 : 타이스 - 명상곡)|Richard Yongjae O`Neill|내일도 칸타빌레 클래식 앨범 Part.1
10022|라이온|소개글이 없습니다.|282|14|3|얼음연못|두번째 달|두번째 달 1집
10022|라이온|소개글이 없습니다.|282|14|3|Lost Stars|Adam Levine (Maroon 5)|비긴 어게인 OST
10022|라이온|소개글이 없습니다.|282|14|3|사랑아 제발|아이리|사랑아 제발
10022|라이온|소개글이 없습니다.|282|14|3|In His Eyes (LP Ver.)|Jekyll & Hyde|Jekyll & Hyde
10022|라이온|소개글이 없습니다.|282|14|3|Someone Like You (LP Ver.)|Jekyll & Hyde|Jekyll & Hyde
10022|라이온|소개글이 없습니다.|282|14|3|Skyfall|Adele|Skyfall
10022|라이온|소개글이 없습니다.|282|14|3|Merry Christmas Mr. Lawrence|Sakamoto Ryuichi|Three
10022|라이온|소개글이 없습니다.|282|14|3|Thank You For The Music|ABBA|The Essential Collection
10022|라이온|소개글이 없습니다.|282|14|3|엄마와 바다의 찬가 (母と海の讚歌 / Hahato Umino Sannka)|Hisaishi Joe|벼랑위의 포뇨 OST
10022|라이온|소개글이 없습니다.|282|14|3|소스케의 눈물 (宗介のなみだ / Sosukeno Namida)|Hisaishi Joe|벼랑위의 포뇨 OST
10022|라이온|소개글이 없습니다.|282|14|3|구란만마레 (グランマンマ-レ / Gurinnmannmare)|Hisaishi Joe|벼랑위의 포뇨 OST
10022|라이온|소개글이 없습니다.|282|14|3|심해 목장 (深海牧場 / Sinkai Bokuzyou)|Hisaishi Joe|벼랑위의 포뇨 OST
10022|라이온|소개글이 없습니다.|282|14|3|사랑의 찬가 (L`hymne A L`amour)|Edith Piaf|추억과 낭만의 샹송 스토리
10022|라이온|소개글이 없습니다.|282|14|3|천개의 바람이 되어|임형주|My Hero
10022|라이온|소개글이 없습니다.|282|14|3|Going Home|김윤아|315360
10022|라이온|소개글이 없습니다.|282|14|3|Turning Tables|Adele|21
10022|라이온|소개글이 없습니다.|282|14|3|Rolling In The Deep|Adele|21
10022|라이온|소개글이 없습니다.|282|14|3|Someone Like You|Adele|21
10022|라이온|소개글이 없습니다.|282|14|3|If You Wonder|Jeff Bernat|The Gentleman Approach
10022|라이온|소개글이 없습니다.|282|14|3|Just The Way You Are|Bruno Mars|Just The Way You Are
10022|라이온|소개글이 없습니다.|282|14|3|Marry You (MBC 무한도전 광희 결혼 축가 곡)|Bruno Mars|Love Songs For Life
10022|라이온|소개글이 없습니다.|282|14|3|Golden (Feat. Stevie Nicks)|Lady Antebellum|Golden
10022|라이온|소개글이 없습니다.|282|14|3|야생화|박효신|야생화
10022|라이온|소개글이 없습니다.|282|14|3|Don`t Know Why|Norah Jones|Come Away With Me
10022|라이온|소개글이 없습니다.|282|14|3|When Will My Life Begin (Reprise 2)|Mandy Moore|라푼젤 OST
10022|라이온|소개글이 없습니다.|282|14|3|People (화니 걸 OST)|Emma Kershaw|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|As Long As He Needs Me (올리버! OST)|Emma Kershaw|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|The Sound Of Music (사운드 오브 뮤직 OST)|Helen Hobson|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|And This Is My Beloved (키스밋 OST)|Lesley Garrett|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|Luck Be A Lady (아가씨와 건달들 OST)|Dave Willetts|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|Younger Than Springtime (남태평양 OST)|David Shannon|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|The Girl That I Marry (애니여! 총을 잡아라 OST)|Jason Howard|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|Anything You Can Do (애니여! 총을 잡아라 OST)|Jason Howard|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|Soliloquy (회전목마 OST)|Jason Howard|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|If I Loved You (회전목마 OST)|Jason Howard|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|The Surrey With The Fringe On Top (오클라호마 OST)|Jason Howard|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|Oh, What A Beautiful Morning (오클라호마 OST)|Jason Howard|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|Dat`s Love (정열의 카르멘 OST)|Lesley Garrett|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|Summertime (포기 앤 베스 OST)|Lesley Garrett|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|Anything Goes (애니씽 고즈 OST)|Helen Hobson|100 Greatest Musicals (가장 위대한 뮤지컬 음악 100선)
10022|라이온|소개글이 없습니다.|282|14|3|Quando, Quando, Quando|Michael Buble|It`s Time
10022|라이온|소개글이 없습니다.|282|14|3|Don`t Know Why|Norah Jones|Come Away With Me (Deluxe Edition)
10022|라이온|소개글이 없습니다.|282|14|3|Don`t Stop The Music|Jamie Cullum|Don`t Stop The Music
10022|라이온|소개글이 없습니다.|282|14|3|The Christmas Song|Kai|First Christmas
10022|라이온|소개글이 없습니다.|282|14|3|사랑해도 될까요?|유리상자|유리상자 5th
10022|라이온|소개글이 없습니다.|282|14|3|What Beautiful Stars|이루마|아기의 감성지수(EQ)를 높이는 피아노 태교음악 (All Music By 이루마)
10022|라이온|소개글이 없습니다.|282|14|3|Reverie|Yuhki Kuramoto|Reverie (꿈의 창가에서)
10022|라이온|소개글이 없습니다.|282|14|3|Fool`s Mate|Biggi Hilmars|Cinematic Songs
10022|라이온|소개글이 없습니다.|282|14|3|Spring Rain|이루마|봄, 벚꽃 그리고 힐링
10022|라이온|소개글이 없습니다.|282|14|3|The Whole Nine Yards|Yoshimata Ryo|냉정과 열정사이 OST
10022|라이온|소개글이 없습니다.|282|14|3|One Day I Will|이루마|아기의 감성지수(EQ)를 높이는 피아노 태교음악 (All Music By 이루마)
10022|라이온|소개글이 없습니다.|282|14|3|Letter|이루마|Healing Piano
10022|라이온|소개글이 없습니다.|282|14|3|All Myself To You|이루마|Healing Piano
10022|라이온|소개글이 없습니다.|282|14|3|O Holy Night|Jim Brickman|A Christmas Celebration
10022|라이온|소개글이 없습니다.|282|14|3|Long Long Ago|Acoustic Cafe|For Your Memories
10022|라이온|소개글이 없습니다.|282|14|3|Last Carnival|Acoustic Cafe|For Your Memories
10022|라이온|소개글이 없습니다.|282|14|3|It`s You|박효신|미래의 선택 OST Part 4
10022|라이온|소개글이 없습니다.|282|14|3|Tchaikovsky : The Nutcracker Suite Op.71a - VIII. Waltz Of The Flowers (차이콥스키 : 호두까기 인형 모음곡 작품번호 71a - 8번. 꽃의 왈츠)|Slovak Philharmonic Orchestra|The Nutcracker (호두까기 인형)
10022|라이온|소개글이 없습니다.|282|14|3|Once Upon A Dream|Frank Wildhorn|지킬 앤 하이드 OST
10022|라이온|소개글이 없습니다.|282|14|3|슈만 : 시인의 사랑 중 아름다운 5월에|Thomas E.Bauer|세상의 모든 밤 (별이 빛나는 밤의 음악 이야기)
10022|라이온|소개글이 없습니다.|282|14|3|I Have Nothing (Whitney Houston)|소향|`나는 가수다` 2 Best Collection
10022|라이온|소개글이 없습니다.|282|14|3|말리꽃 (원곡가수 이승철)|이정|`나는 가수다 2` 10월 B조 경연
10022|라이온|소개글이 없습니다.|282|14|3|All I Ask Of You (Reprise)|Andrew Lloyd Webber|오페라의 유령 OST
10022|라이온|소개글이 없습니다.|282|14|3|All I Ask Of You|Andrew Lloyd Webber|오페라의 유령 OST
10022|라이온|소개글이 없습니다.|282|14|3|The Music Of The Night|Andrew Lloyd Webber|오페라의 유령 OST
10022|라이온|소개글이 없습니다.|282|14|3|Chopin : Etude No.3 In E Major Op.10 `Tristesse` (쇼팽 : 연습곡 3번 마장조 작품번호 10 `이별의 곡`)|헤라클래식|Frederic Chopin - Etudes Op.10 (건반의 향연)
10022|라이온|소개글이 없습니다.|282|14|3|12 o`clock|로이킴|Love Love Love
10022|라이온|소개글이 없습니다.|282|14|3|The Swan|주걸륜|말할 수 없는 비밀 OST
10022|라이온|소개글이 없습니다.|282|14|3|로소우 (路小雨)|주걸륜|말할 수 없는 비밀 OST
10022|라이온|소개글이 없습니다.|282|14|3|I Won`t Give Up (Demo)|Jason Mraz|Love Is A Four Letter Word (Deluxe Ver.)
10022|라이온|소개글이 없습니다.|282|14|3|Be Honest (Feat. Inara George)|Jason Mraz|Love Is A Four Letter Word (Deluxe Ver.)
10022|라이온|소개글이 없습니다.|282|14|3|I Won`t Give Up|Jason Mraz|Love Is A Four Letter Word (Deluxe Ver.)
10022|라이온|소개글이 없습니다.|282|14|3|Arabeque|오신정|Pastel Love
10022|라이온|소개글이 없습니다.|282|14|3|요즘 너 말야 (Piano Ver.)|제이레빗|It`s Spring
10022|라이온|소개글이 없습니다.|282|14|3|My Eden|이사벨 (Yisabel)|구가의 서 OST Part.1
10022|라이온|소개글이 없습니다.|282|14|3|Sunday Morning|Maroon 5|Sunday Morning
10022|라이온|소개글이 없습니다.|282|14|3|One More Night|Maroon 5|POP (18 Hottest Hits Of The Year)
10022|라이온|소개글이 없습니다.|282|14|3|너를 되뇌다 (Feat. 로맨티스코)|손승연|골든타임 OST
10022|라이온|소개글이 없습니다.|282|14|3|사랑이 방울지네|10cm|오렌지 레볼루션 페스티벌 Part.1
10022|라이온|소개글이 없습니다.|282|14|3|Chopin (쇼팽) : Fantaisie-Impromptu (즉흥 환상곡), Op. 68|Chrysanth O |피아노 연주집 4
10022|라이온|소개글이 없습니다.|282|14|3|Chaconne|이루마|아기의 감성지수(EQ)를 높이는 피아노 태교음악 (All Music By 이루마)
10022|라이온|소개글이 없습니다.|282|14|3|Kiss The Rain|이루마|아기의 감성지수(EQ)를 높이는 피아노 태교음악 (All Music By 이루마)
10022|라이온|소개글이 없습니다.|282|14|3|Dream (Piano Solo)|이루마|아기의 감성지수(EQ)를 높이는 피아노 태교음악 (All Music By 이루마)
10022|라이온|소개글이 없습니다.|282|14|3|River Flows In you|이루마|아기의 감성지수(EQ)를 높이는 피아노 태교음악 (All Music By 이루마)
10022|라이온|소개글이 없습니다.|282|14|3|High High|김태우|신사의 품격 OST Part 1
10022|라이온|소개글이 없습니다.|282|14|3|난 여기에 있네|윤도현|경기도 노래 `난 여기에 있네`
10022|라이온|소개글이 없습니다.|282|14|3|봄을 그리다|어반자카파|[01]
10022|라이온|소개글이 없습니다.|282|14|3|미친거니|바이브|Vibe In Praha
10022|라이온|소개글이 없습니다.|282|14|3|비가 오던 날|힙합시보사동|비가 오던 날
10022|라이온|소개글이 없습니다.|282|14|3|인연|이선희|사춘기 (四春期)
10022|라이온|소개글이 없습니다.|282|14|3|첫사랑|버스커 버스커|버스커 버스커 1집
10022|라이온|소개글이 없습니다.|282|14|3|Beautiful Day|어반자카파|Beautiful Day
10022|라이온|소개글이 없습니다.|282|14|3|커피를 마시고 (Main Ver.)|어반자카파|커피를 마시고
10022|라이온|소개글이 없습니다.|282|14|3|그날에 우리|어반자카파|[01]
10022|라이온|소개글이 없습니다.|282|14|3|Inevitability|어반자카파|커피를 마시고
10022|라이온|소개글이 없습니다.|282|14|3|Just A Feeling|어반자카파|Beautiful Day
10022|라이온|소개글이 없습니다.|282|14|3|떠나는 사람, 남겨진 사람|어반자카파|Sweety You
10022|라이온|소개글이 없습니다.|282|14|3|그냥 가요 (Feat. 조현아 Of 어반자카파)|긱스 (Geeks)|그냥 가요
10022|라이온|소개글이 없습니다.|282|14|3|벚꽃 엔딩|버스커 버스커|버스커 버스커 1집
10022|라이온|소개글이 없습니다.|282|14|3|아침에|긱스 (Geeks)|아침에
10022|라이온|소개글이 없습니다.|282|14|3|Just The Two Of Us|어반자카파|Beautiful Day
10022|라이온|소개글이 없습니다.|282|14|3|Something Special|어반자카파|Beautiful Day
10022|라이온|소개글이 없습니다.|282|14|3|Always Be Mine|어반자카파|[01]
10022|라이온|소개글이 없습니다.|282|14|3|If I Ain`t Got You (Feat. Usher)|Alicia Keys|If I Ain't Got You
10022|라이온|소개글이 없습니다.|282|14|3|더 가까이|김연우|브레인 OST Part 5
10022|라이온|소개글이 없습니다.|282|14|3|행복했다...안녕|김연우|Mr. Big
10022|라이온|소개글이 없습니다.|282|14|3|You Are My Love|김연우|내게 거짓말을 해봐 OST Part.4
10022|라이온|소개글이 없습니다.|282|14|3|You Are My Love|김연우|내게 거짓말을 해봐 OST
10022|라이온|소개글이 없습니다.|282|14|3|이별연습 (인순이)|신효범|[나는 가수다] 경연 14-1
10022|라이온|소개글이 없습니다.|282|14|3|내사랑 내곁에 (김현식)|김연우|[나는 가수다] `호주 특별 공연`
10022|라이온|소개글이 없습니다.|282|14|3|나와 같다면 (김장훈)|김연우|[서바이벌 나는 가수다] 경연3-2. `네티즌 추천곡`
10022|라이온|소개글이 없습니다.|282|14|3|마법의 성 (더클래식)|YB|[서바이벌 나는 가수다] 경연3-1. `내가 부르고싶은 남의노래`
10022|라이온|소개글이 없습니다.|282|14|3|그대 내게 다시 (변진섭)|BMK|[서바이벌 나는 가수다] 경연3-1. `내가 부르고싶은 남의노래`
10022|라이온|소개글이 없습니다.|282|14|3|이젠 그랬으면 좋겠네 (조용필)|박정현|[서바이벌 나는 가수다] 경연3-1. `내가 부르고싶은 남의노래`
10022|라이온|소개글이 없습니다.|282|14|3|제발|김범수|[서바이벌 나는 가수다] 경연2. `서로의 노래 바꿔 부르기`
10022|라이온|소개글이 없습니다.|282|14|3|River Flows In You|이루마|Piano In You
10022|라이온|소개글이 없습니다.|282|14|3|Chopin : 12 Etudes No.23 In A Minor Op.25-11 `Winter Wind` - Lento (쇼팽 : 12개의 연습곡 23번 가단조 작품번호 25-11 `겨울바람`)|디어클래식|피아노가 아름다운 클래식 2 (쇼팽 연습곡)
10022|라이온|소개글이 없습니다.|282|14|3|내 낡은 서랍 속의 바다|박정현|[서바이벌 나는 가수다] 경연4-2. `청중평가단 추천곡`
10025|정주연|소개글이 없습니다.|4|5|0|More Than That|Backstreet Boys|Black & Blue
10025|정주연|소개글이 없습니다.|4|5|0|반짝반짝|걸스데이|Girl`s Day Party #3
10025|정주연|소개글이 없습니다.|4|5|0|이노래|2AM|이노래
10026|narae317|소개글이 없습니다.|2|8|0|Get Inside Your Heart (Feat. Pismo)|Nishihara Kenichiro|Natural Relax Presented By Folklove
10026|narae317|소개글이 없습니다.|2|8|0|24시간후|투빅|24시간후
